packet_loss,reconstruction
0.0,1.0
0.00816326530612245,0.0
0.0163265306122449,0.0
0.02448979591836735,0.0
0.0326530612244898,0.0
0.04081632653061225,0.0
0.0489795918367347,0.0
0.05714285714285715,0.0
0.0653061224489796,0.0
0.07346938775510205,0.0
0.0816326530612245,0.0
0.08979591836734695,0.0
0.0979591836734694,0.0
0.10612244897959185,0.0
0.1142857142857143,0.0
0.12244897959183675,0.0
0.1306122448979592,0.0
0.13877551020408163,0.0
0.1469387755102041,0.0
0.15510204081632656,0.0
0.163265306122449,0.0
0.17142857142857143,0.0
0.1795918367346939,0.0
0.18775510204081636,0.0
0.1959183673469388,0.0
0.20408163265306123,0.0
0.2122448979591837,0.0
0.22040816326530616,0.0
0.2285714285714286,0.0
0.23673469387755103,0.0
0.2448979591836735,0.0
0.25306122448979596,0.0
0.2612244897959184,0.0
0.2693877551020408,0.0
0.27755102040816326,0.0
0.28571428571428575,0.0
0.2938775510204082,0.0
0.3020408163265306,0.0
0.3102040816326531,0.0
0.31836734693877555,0.0
0.326530612244898,0.0
0.3346938775510204,0.0
0.34285714285714286,0.0
0.35102040816326535,0.0
0.3591836734693878,0.0
0.3673469387755102,0.0
0.3755102040816327,0.0
0.38367346938775515,0.0
0.3918367346938776,0.0
0.4,0.0
